"icd9"	"icd9_string"	"phewas_code"	"phewas_string"	"exclude_range"	"rollup_bool"	"Ignore_bool"	"sex"	"pregnancy_related"	"category"	"category_string"
445.0	"Atheroembolism Of extremities"	444.5	"Atheroembolism"	"440-449.99"	1	0	"Both"	0	8	"circulatory system"
445.01	"Atheroembolism of upper extremity"	444.5	"Atheroembolism"	"440-449.99"	1	0	"Both"	0	8	"circulatory system"
445.02	"Atheroembolism of lower extremity"	444.5	"Atheroembolism"	"440-449.99"	1	0	"Both"	0	8	"circulatory system"
445.8	"Atheroembolism of other sites"	444.5	"Atheroembolism"	"440-449.99"	1	0	"Both"	0	8	"circulatory system"
445.81	"Atheroembolism of kidney"	444.5	"Atheroembolism"	"440-449.99"	1	0	"Both"	0	8	"circulatory system"
445.89	"Atheroembolism of other site"	444.5	"Atheroembolism"	"440-449.99"	1	0	"Both"	0	8	"circulatory system"
446	"Polyarteritis nodosa and allied conditions"	446	"Polyarteritis nodosa and allied conditions"	"440-449.99"	1	0	"Both"	0	8	"circulatory system"
446.0	"Polyarteritis nodosa"	446.6	"Polyarteritis nodosa"	"440-449.99"	1	0	"Both"	0	8	"circulatory system"
446.1	"Acute febrile mucocutaneous lymph node syndrome [MCLS]"	446.2	"Acute febrile mucocutaneous lymph node syndrome (Kawasaki disease)"	"440-449.99"	1	0	"Both"	0	8	"circulatory system"
446.2	"Hypersensitivity angiitis"	446.3	"Hypersensitivity angiitis"	"440-449.99"	1	0	"Both"	0	8	"circulatory system"
446.20	"Hypersensitivity angiitis, unspecified"	446.3	"Hypersensitivity angiitis"	"440-449.99"	1	0	"Both"	0	8	"circulatory system"
446.21	"Goodpasture's syndrome"	446.3	"Hypersensitivity angiitis"	"440-449.99"	1	0	"Both"	0	8	"circulatory system"
446.29	"Other specified hypersensitivity angiitis"	446.3	"Hypersensitivity angiitis"	"440-449.99"	1	0	"Both"	0	8	"circulatory system"
446.3	"Lethal midline granuloma"	446	"Polyarteritis nodosa and allied conditions"	"440-449.99"	1	0	"Both"	0	8	"circulatory system"
446.4	"Wegener's granulomatosis"	446.4	"Wegener's granulomatosis"	"440-449.99"	1	0	"Both"	0	8	"circulatory system"
446.5	"Giant cell arteritis"	446.5	"Giant cell arteritis"	"440-449.99"	1	0	"Both"	0	8	"circulatory system"
446.6	"Thrombotic microangiopathy"	446.8	"Thrombotic microangiopathy"	"440-449.99"	1	0	"Both"	0	8	"circulatory system"
446.7	"Takayasu's disease"	446.7	"Takayasu's disease"	"440-449.99"	1	0	"Both"	0	8	"circulatory system"
447	"Other disorders of arteries and arterioles"	447	"Other disorders of arteries and arterioles"	"440-449.99"	1	0	""	0	8	"circulatory system"
447.0	"Arteriovenous fistula, acquired"	447	"Other disorders of arteries and arterioles"	"440-449.99"	1	0	""	0	8	"circulatory system"
447.1	"Stricture of artery"	447.1	"Stricture of artery"	"440-449.99"	1	0	"Both"	0	8	"circulatory system"
447.2	"Rupture of artery"	447	"Other disorders of arteries and arterioles"	"440-449.99"	1	0	""	0	8	"circulatory system"
447.3	"Hyperplasia of renal artery"	447	"Other disorders of arteries and arterioles"	"440-449.99"	1	0	""	0	8	"circulatory system"
447.4	"Celiac artery compression syndrome"	447	"Other disorders of arteries and arterioles"	"440-449.99"	1	0	""	0	8	"circulatory system"
447.5	"Necrosis of artery"	447	"Other disorders of arteries and arterioles"	"440-449.99"	1	0	""	0	8	"circulatory system"
447.6	"Arteritis NOS"	446.9	"Arteritis NOS"	"440-449.99"	1	0	"Both"	0	8	"circulatory system"
447.7	"Aortic ectasia"	447.7	"Aortic ectasia"	"440-449.99"	1	0	"Both"	0	8	"circulatory system"
447.70	"Aortic ectasia, unspecified site "	447.7	"Aortic ectasia"	"440-449.99"	1	0	"Both"	0	8	"circulatory system"
447.71	"Thoracic aortic ectasia"	447.7	"Aortic ectasia"	"440-449.99"	1	0	"Both"	0	8	"circulatory system"
447.72	"Abdominal aortic ectasia"	447.7	"Aortic ectasia"	"440-449.99"	1	0	"Both"	0	8	"circulatory system"
447.73	"Thoracoabdominal aortic ectasia"	447.7	"Aortic ectasia"	"440-449.99"	1	0	"Both"	0	8	"circulatory system"
447.8	"Other specified disorders of arteries and arterioles"	447	"Other disorders of arteries and arterioles"	"440-449.99"	1	0	""	0	8	"circulatory system"
447.9	"Unspecified disorders of arteries and arterioles"	447	"Other disorders of arteries and arterioles"	"440-449.99"	1	0	""	0	8	"circulatory system"
448	"Disease of capillaries"	448	"Disease of capillaries"	"440-449.99"	1	0	""	0	8	"circulatory system"
448.0	"Hereditary hemorrhagic telangiectasia"	448	"Disease of capillaries"	"440-449.99"	1	0	""	0	8	"circulatory system"
448.1	"Nevus, non-neoplastic"	217.1	"Nevus, non-neoplastic"	"216-217.99"	1	0	"Both"	0	2	"neoplasms"
448.9	"Other and unspecified capillary diseases"	448	"Disease of capillaries"	"440-449.99"	1	0	""	0	8	"circulatory system"
449	"Septic arterial embolism"	"038"	"Septicemia"	"010-041.99"	1	0	""	0	1	"infectious diseases"
451	"Phlebitis and thrombophlebitis"	451	"Phlebitis and thrombophlebitis"	"450-457.99"	1	0	""	0	8	"circulatory system"
451.0	"Phlebitis and thrombophlebitis of superficial vessels of lower extremities"	451.2	"Phlebitis and thrombophlebitis of lower extremities"	"450-457.99"	1	0	"Both"	0	8	"circulatory system"
451.1	"Phlebitis and thrombophlebitis of deep vessels of lower extremities"	451.2	"Phlebitis and thrombophlebitis of lower extremities"	"450-457.99"	1	0	"Both"	0	8	"circulatory system"
451.11	"Phlebitis and thrombophlebitis of femoral vein (deep) (superficial)"	451.2	"Phlebitis and thrombophlebitis of lower extremities"	"450-457.99"	1	0	"Both"	0	8	"circulatory system"
451.19	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	451.2	"Phlebitis and thrombophlebitis of lower extremities"	"450-457.99"	1	0	"Both"	0	8	"circulatory system"
451.2	"Phlebitis and thrombophlebitis of lower extremities NOS"	451.2	"Phlebitis and thrombophlebitis of lower extremities"	"450-457.99"	1	0	"Both"	0	8	"circulatory system"
451.8	"Phlebitis and thrombophlebitis of other sites"	451	"Phlebitis and thrombophlebitis"	"450-457.99"	1	0	""	0	8	"circulatory system"
451.81	"Phlebitis and thrombophlebitis of iliac vein"	451	"Phlebitis and thrombophlebitis"	"450-457.99"	1	0	""	0	8	"circulatory system"
451.82	"Phlebitis and thrombophlebitis of superficial veins of upper extremities"	451	"Phlebitis and thrombophlebitis"	"450-457.99"	1	0	""	0	8	"circulatory system"
451.83	"Phlebitis and thrombophlebitis of deep veins of upper extremities"	451	"Phlebitis and thrombophlebitis"	"450-457.99"	1	0	""	0	8	"circulatory system"
451.84	"Phlebitis and thrombophlebitis of upper extremities, unspecified"	451	"Phlebitis and thrombophlebitis"	"450-457.99"	1	0	""	0	8	"circulatory system"
451.89	"Phlebitis and thrombophlebitis of other sites"	451	"Phlebitis and thrombophlebitis"	"450-457.99"	1	0	""	0	8	"circulatory system"
451.9	"Phlebitis and thrombophlebitis of unspecified site"	451	"Phlebitis and thrombophlebitis"	"450-457.99"	1	0	""	0	8	"circulatory system"
452	"Portal vein thrombosis"	452	"Other venous embolism and thrombosis"	"450-457.99"	1	0	""	0	8	"circulatory system"
453	"Other venous embolism and thrombosis"	452	"Other venous embolism and thrombosis"	"450-457.99"	1	0	""	0	8	"circulatory system"
453.0	"Budd-Chiari syndrome"	452	"Other venous embolism and thrombosis"	"450-457.99"	1	0	""	0	8	"circulatory system"
453.1	"Thrombophlebitis migrans"	452	"Other venous embolism and thrombosis"	"450-457.99"	1	0	""	0	8	"circulatory system"
453.2	"Embolism and thrombosis of vena cava"	452	"Other venous embolism and thrombosis"	"450-457.99"	1	0	""	0	8	"circulatory system"
453.3	"Embolism and thrombosis of renal vein"	452	"Other venous embolism and thrombosis"	"450-457.99"	1	0	""	0	8	"circulatory system"
453.4	"Venous embolism and thrombosis of deep vessels of lower extremity"	452.2	"Deep vein thrombosis [DVT]"	"450-457.99"	1	0	"Both"	0	8	"circulatory system"
453.40	"Venous embolism and thrombosis of unspecified deep vessels of lower extremity"	452.2	"Deep vein thrombosis [DVT]"	"450-457.99"	1	0	"Both"	0	8	"circulatory system"
453.41	"Venous embolism and thrombosis of deep vessels of proximal lower extremity"	452.2	"Deep vein thrombosis [DVT]"	"450-457.99"	1	0	"Both"	0	8	"circulatory system"
453.42	"Venous embolism and thrombosis of deep vessels of distal lower extremity"	452.2	"Deep vein thrombosis [DVT]"	"450-457.99"	1	0	"Both"	0	8	"circulatory system"
453.5	"Chronic venous embolism and thrombosis of deep vessels of lower extremity (ADDED)"	452.2	"Deep vein thrombosis [DVT]"	"450-457.99"	1	0	"Both"	0	8	"circulatory system"
453.50	"Chronic venous embolism and thrombosis of unspecified deep vessels of lower extremity (ADDED)"	452.2	"Deep vein thrombosis [DVT]"	"450-457.99"	1	0	"Both"	0	8	"circulatory system"
453.51	"Chronic venous embolism and thrombosis of deep vessels of proximal lower extremity (ADDED)"	452.2	"Deep vein thrombosis [DVT]"	"450-457.99"	1	0	"Both"	0	8	"circulatory system"
453.52	"Chronic venous embolism and thrombosis of deep vessels of distal lower extremity (ADDED)"	452.2	"Deep vein thrombosis [DVT]"	"450-457.99"	1	0	"Both"	0	8	"circulatory system"
453.6	"Venous embolism and thrombosis of superficial vessels of lower extremity (ADDED)"	452	"Other venous embolism and thrombosis"	"450-457.99"	1	0	""	0	8	"circulatory system"
453.7	"Chronic venous embolism and thrombosis of other specified vessels (ADDED)"	452	"Other venous embolism and thrombosis"	"450-457.99"	1	0	""	0	8	"circulatory system"
453.71	"Chronic venous embolism and thrombosis of superficial veins of upper extremity (ADDED)"	452	"Other venous embolism and thrombosis"	"450-457.99"	1	0	""	0	8	"circulatory system"
453.72	"Chronic venous embolism and thrombosis of deep veins of upper extremity (ADDED)"	452.2	"Deep vein thrombosis [DVT]"	"450-457.99"	1	0	"Both"	0	8	"circulatory system"
453.73	"Chronic venous embolism and thrombosis of upper extremity, unspecified (ADDED)"	452	"Other venous embolism and thrombosis"	"450-457.99"	1	0	""	0	8	"circulatory system"
453.74	"Chronic venous embolism and thrombosis axillary veins (ADDED)"	452.2	"Deep vein thrombosis [DVT]"	"450-457.99"	1	0	"Both"	0	8	"circulatory system"
453.75	"Chronic venous embolism and thrombosis of subclavian veins (ADDED)"	452.2	"Deep vein thrombosis [DVT]"	"450-457.99"	1	0	"Both"	0	8	"circulatory system"
453.76	"Chronic venous embolism and thrombosis of internal jugular veins (ADDED)"	452.2	"Deep vein thrombosis [DVT]"	"450-457.99"	1	0	"Both"	0	8	"circulatory system"
453.77	"Chronic venous embolism and thrombosis of other thoracic veins (ADDED)"	452.2	"Deep vein thrombosis [DVT]"	"450-457.99"	1	0	"Both"	0	8	"circulatory system"
453.79	"Chronic venous embolism and thrombosis of other specified veins (ADDED)"	452	"Other venous embolism and thrombosis"	"450-457.99"	1	0	""	0	8	"circulatory system"
453.8	"Embolism and thrombosis of other specified veins"	452	"Other venous embolism and thrombosis"	"450-457.99"	1	0	""	0	8	"circulatory system"
453.81	"Acute venous embolism and thrombosis of superficial veins of upper extremity (ADDED)"	452	"Other venous embolism and thrombosis"	"450-457.99"	1	0	""	0	8	"circulatory system"
453.82	"Acute venous embolism and thrombosis of deep veins of upper extremity (ADDED)"	452.2	"Deep vein thrombosis [DVT]"	"450-457.99"	1	0	"Both"	0	8	"circulatory system"
453.83	"Acute venous embolism and thrombosis of upper extremity, unspecified (ADDED)"	452	"Other venous embolism and thrombosis"	"450-457.99"	1	0	""	0	8	"circulatory system"
453.84	"Acute venous embolism and thrombosis of axillary veins (ADDED)"	452.2	"Deep vein thrombosis [DVT]"	"450-457.99"	1	0	"Both"	0	8	"circulatory system"
453.85	"Acute venous embolism and thrombosis of subclavian veins (ADDED)"	452.2	"Deep vein thrombosis [DVT]"	"450-457.99"	1	0	"Both"	0	8	"circulatory system"
453.86	"Acute venous embolism and thrombosis of internal jugular veins (ADDED)"	452.2	"Deep vein thrombosis [DVT]"	"450-457.99"	1	0	"Both"	0	8	"circulatory system"
453.87	"Acute venous embolism and thrombosis of other thoracic veins (ADDED)"	452.2	"Deep vein thrombosis [DVT]"	"450-457.99"	1	0	"Both"	0	8	"circulatory system"
453.89	"Acute venous embolism and thrombosis of other specified veins (ADDED)"	452	"Other venous embolism and thrombosis"	"450-457.99"	1	0	""	0	8	"circulatory system"
453.9	"Embolism and thrombosis of unspecified site"	452	"Other venous embolism and thrombosis"	"450-457.99"	1	0	""	0	8	"circulatory system"
454	"Varicose veins of lower extremities"	454.1	"Varicose veins of lower extremity"	"450-457.99"	1	0	"Both"	0	8	"circulatory system"
454.0	"Varicose veins of lower extremities with ulcer"	454.11	"Varicose veins of lower extremity, symptomtic"	"450-457.99"	1	0	"Both"	0	8	"circulatory system"
454.1	"Varicose veins of lower extremities with inflammation"	454.11	"Varicose veins of lower extremity, symptomtic"	"450-457.99"	1	0	"Both"	0	8	"circulatory system"
454.2	"Varicose veins of lower extremities with ulcer and inflammation"	454.11	"Varicose veins of lower extremity, symptomtic"	"450-457.99"	1	0	"Both"	0	8	"circulatory system"
454.8	"Varicose veins of the lower extremities with other complications"	454.11	"Varicose veins of lower extremity, symptomtic"	"450-457.99"	1	0	"Both"	0	8	"circulatory system"
454.9	"Asymptomatic varicose veins"	454.1	"Varicose veins of lower extremity"	"450-457.99"	1	0	"Both"	0	8	"circulatory system"
455	"Hemorrhoids"	455	"Hemorrhoids"	"450-457.99"	1	0	""	0	8	"circulatory system"
455.0	"Internal hemorrhoids without mention of complication"	455	"Hemorrhoids"	"450-457.99"	1	0	""	0	8	"circulatory system"
455.1	"Internal thrombosed hemorrhoids"	455	"Hemorrhoids"	"450-457.99"	1	0	""	0	8	"circulatory system"
455.2	"Internal hemorrhoids with other complication"	455	"Hemorrhoids"	"450-457.99"	1	0	""	0	8	"circulatory system"
455.3	"External hemorrhoids without mention of complication"	455	"Hemorrhoids"	"450-457.99"	1	0	""	0	8	"circulatory system"
455.4	"External thrombosed hemorrhoids"	455	"Hemorrhoids"	"450-457.99"	1	0	""	0	8	"circulatory system"
455.5	"External hemorrhoids with other complication"	455	"Hemorrhoids"	"450-457.99"	1	0	""	0	8	"circulatory system"
455.6	"Hemorrhoids NOS"	455	"Hemorrhoids"	"450-457.99"	1	0	""	0	8	"circulatory system"
455.7	"Unspecified thrombosed hemorrhoids"	455	"Hemorrhoids"	"450-457.99"	1	0	""	0	8	"circulatory system"
455.8	"Unspecified hemorrhoids with other complication"	455	"Hemorrhoids"	"450-457.99"	1	0	""	0	8	"circulatory system"
455.9	"Residual hemorrhoidal skin tags"	455	"Hemorrhoids"	"450-457.99"	1	0	""	0	8	"circulatory system"
456	"Varicose veins of other sites"	454	"Varicose veins"	"450-457.99"	1	0	""	0	8	"circulatory system"
456.0	"Esophageal varices with bleeding"	530.2	"Esophageal bleeding (varices/hemorrhage)"	"530-530.99, 532-532.99"	1	0	"Both"	0	10	"digestive"
456.1	"Esophageal varices without mention of bleeding"	530.2	"Esophageal bleeding (varices/hemorrhage)"	"530-530.99, 532-532.99"	1	0	"Both"	0	10	"digestive"
456.2	"Esophageal varices in diseases classified elsewhere"	530.2	"Esophageal bleeding (varices/hemorrhage)"	"530-530.99, 532-532.99"	1	0	"Both"	0	10	"digestive"
456.20	"Esophageal varices in diseases classified elsewhere, with bleeding"	530.2	"Esophageal bleeding (varices/hemorrhage)"	"530-530.99, 532-532.99"	1	0	"Both"	0	10	"digestive"
456.21	"Esophageal varices in diseases classified elsewhere, without mention of bleeding"	530.2	"Esophageal bleeding (varices/hemorrhage)"	"530-530.99, 532-532.99"	1	0	"Both"	0	10	"digestive"
456.3	"Sublingual varices"	454	"Varicose veins"	"450-457.99"	1	0	""	0	8	"circulatory system"
456.4	"Scrotal varices"	454	"Varicose veins"	"450-457.99"	1	0	""	0	8	"circulatory system"
456.5	"Pelvic varices"	454	"Varicose veins"	"450-457.99"	1	0	""	0	8	"circulatory system"
456.6	"Vulval varices"	454	"Varicose veins"	"450-457.99"	1	0	""	0	8	"circulatory system"
456.8	"Varices of other sites"	454	"Varicose veins"	"450-457.99"	1	0	""	0	8	"circulatory system"
457	"Noninfectious disorders of lymphatic channels"	450	"Noninfectious disorders of lymphatic channels"	"450-450.99"	1	0	"Both"	0	8	"circulatory system"
457.0	"Postmastectomy lymphedema syndrome"	450	"Noninfectious disorders of lymphatic channels"	"450-450.99"	1	0	"Both"	0	8	"circulatory system"
457.1	"Other lymphedema"	450	"Noninfectious disorders of lymphatic channels"	"450-450.99"	1	0	"Both"	0	8	"circulatory system"
457.2	"Lymphangitis"	450	"Noninfectious disorders of lymphatic channels"	"450-450.99"	1	0	"Both"	0	8	"circulatory system"
457.8	"Other noninfectious disorders of lymphatic channels"	450	"Noninfectious disorders of lymphatic channels"	"450-450.99"	1	0	"Both"	0	8	"circulatory system"
457.9	"Unspecified noninfectious disorder of lymphatic channels"	450	"Noninfectious disorders of lymphatic channels"	"450-450.99"	1	0	"Both"	0	8	"circulatory system"
458	"Hypotension"	458	"Hypotension"	"458-459.99"	1	0	""	0	8	"circulatory system"
458.0	"Orthostatic hypotension"	458.1	"Orthostatic hypotension"	"458-459.99"	1	0	"Both"	0	8	"circulatory system"
458.1	"Chronic hypotension"	458.9	"Hypotension NOS"	"458-459.99"	1	0	"Both"	0	8	"circulatory system"
458.2	"Iatrogenic hypotension"	458.2	"Iatrogenic hypotension"	"458-459.99"	1	0	"Both"	0	8	"circulatory system"
458.21	"Hypotension of hemodialysis"	458.2	"Iatrogenic hypotension"	"458-459.99"	1	0	"Both"	0	8	"circulatory system"
458.29	"Other iatrogenic hypotension"	458.2	"Iatrogenic hypotension"	"458-459.99"	1	0	"Both"	0	8	"circulatory system"
458.8	"Other specified hypotension"	458	"Hypotension"	"458-459.99"	1	0	""	0	8	"circulatory system"
458.9	"Hypotension NOS"	458.9	"Hypotension NOS"	"458-459.99"	1	0	"Both"	0	8	"circulatory system"
459	"Other disorders of circulatory system"	459.9	"Circulatory disease NEC"	"458-459.99"	1	0	"Both"	0	8	"circulatory system"
459.0	"Hemorrhage NOS"	459.1	"Hemorrhage NOS"	"458-459.99"	1	0	"Both"	0	8	"circulatory system"
459.1	"Postphlebitic syndrome"	452.8	"Postphlebitic syndrome"	"450-457.99"	1	0	"Both"	0	8	"circulatory system"
459.10	"Postphlebetic syndrome without complications"	452.8	"Postphlebitic syndrome"	"450-457.99"	1	0	"Both"	0	8	"circulatory system"
459.11	"Postphlebetic syndrome with ulcer"	452.8	"Postphlebitic syndrome"	"450-457.99"	1	0	"Both"	0	8	"circulatory system"
459.12	"Postphlebetic syndrome with inflammation"	452.8	"Postphlebitic syndrome"	"450-457.99"	1	0	"Both"	0	8	"circulatory system"
459.13	"Postphlebetic syndrome with ulcer and inflammation"	452.8	"Postphlebitic syndrome"	"450-457.99"	1	0	"Both"	0	8	"circulatory system"
459.19	"Postphlebetic syndrome with other complication"	452.8	"Postphlebitic syndrome"	"450-457.99"	1	0	"Both"	0	8	"circulatory system"
459.2	"Compression of vein"	459	"Other disorders of circulatory system"	"458-459.99"	1	0	""	0	8	"circulatory system"
459.3	"Chronic venous hypertension (idiopathic)"	453	"Chronic venous hypertension"	"450-457.99"	1	0	""	0	8	"circulatory system"
459.30	"Chronic venous hypertension without complications"	453	"Chronic venous hypertension"	"450-457.99"	1	0	""	0	8	"circulatory system"
459.31	"Chronic venous hypertension with ulcer"	453	"Chronic venous hypertension"	"450-457.99"	1	0	""	0	8	"circulatory system"
459.32	"Chronic venous hypertension with inflammation"	453	"Chronic venous hypertension"	"450-457.99"	1	0	""	0	8	"circulatory system"
459.33	"Chronic venous hypertension with ulcer and inflammation"	453	"Chronic venous hypertension"	"450-457.99"	1	0	""	0	8	"circulatory system"
459.39	"Chronic venous hypertension with other complication"	453	"Chronic venous hypertension"	"450-457.99"	1	0	""	0	8	"circulatory system"
459.8	"Other specified disorders of circulatory system"	459.9	"Circulatory disease NEC"	"458-459.99"	1	0	"Both"	0	8	"circulatory system"
459.81	"Venous (peripheral) insufficiency NOS"	456	"Chronic venous insufficiency [CVI]"	"450-457.99"	1	0	"Both"	0	8	"circulatory system"
459.89	"Circulatory disease NEC"	459.9	"Circulatory disease NEC"	"458-459.99"	1	0	"Both"	0	8	"circulatory system"
459.9	"Unspecified circulatory system disorder"	459.9	"Circulatory disease NEC"	"458-459.99"	1	0	"Both"	0	8	"circulatory system"
460	"Acute nasopharyngitis (common cold)"	465	"Acute upper respiratory infections of multiple or unspecified sites"	"460-469.99"	1	0	""	0	9	"respiratory"
461	"Acute sinusitis"	464	"Acute sinusitis"	"460-469.99"	1	0	"Both"	0	9	"respiratory"
461.0	"Acute maxillary sinusitis"	464	"Acute sinusitis"	"460-469.99"	1	0	"Both"	0	9	"respiratory"
461.1	"Acute frontal sinusitis"	464	"Acute sinusitis"	"460-469.99"	1	0	"Both"	0	9	"respiratory"
461.2	"Acute ethmoidal sinusitis"	464	"Acute sinusitis"	"460-469.99"	1	0	"Both"	0	9	"respiratory"
461.3	"Acute sphenoidal sinusitis"	464	"Acute sinusitis"	"460-469.99"	1	0	"Both"	0	9	"respiratory"
461.8	"Other acute sinusitis"	464	"Acute sinusitis"	"460-469.99"	1	0	"Both"	0	9	"respiratory"
461.9	"Acute sinusitis NOS"	464	"Acute sinusitis"	"460-469.99"	1	0	"Both"	0	9	"respiratory"
462	"Acute pharyngitis"	465.2	"Acute pharyngitis"	"460-469.99"	1	0	"Both"	0	9	"respiratory"
463	"Acute tonsillitis"	474.1	"Acute tonsillitis"	"470-479.99"	1	0	"Both"	0	9	"respiratory"
464	"Acute laryngitis and tracheitis"	465.4	"Acute laryngitis and tracheitis"	"460-469.99"	1	0	"Both"	0	9	"respiratory"
464.0	"Acute laryngitis"	465.4	"Acute laryngitis and tracheitis"	"460-469.99"	1	0	"Both"	0	9	"respiratory"
464.00	"Acute laryngitis without mention of obstruction"	465.4	"Acute laryngitis and tracheitis"	"460-469.99"	1	0	"Both"	0	9	"respiratory"
464.01	"Acute laryngitis with obstruction"	465.4	"Acute laryngitis and tracheitis"	"460-469.99"	1	0	"Both"	0	9	"respiratory"
464.1	"Acute tracheitis"	465.4	"Acute laryngitis and tracheitis"	"460-469.99"	1	0	"Both"	0	9	"respiratory"
464.10	"Acute tracheitis without mention of obstruction"	465.4	"Acute laryngitis and tracheitis"	"460-469.99"	1	0	"Both"	0	9	"respiratory"
464.11	"Acute tracheitis with obstruction"	465.4	"Acute laryngitis and tracheitis"	"460-469.99"	1	0	"Both"	0	9	"respiratory"
464.2	"Acute laryngotracheitis"	465.4	"Acute laryngitis and tracheitis"	"460-469.99"	1	0	"Both"	0	9	"respiratory"
464.20	"Acute laryngotracheitis without mention of obstruction"	465.4	"Acute laryngitis and tracheitis"	"460-469.99"	1	0	"Both"	0	9	"respiratory"
464.21	"Acute laryngotracheitis with obstruction"	465.4	"Acute laryngitis and tracheitis"	"460-469.99"	1	0	"Both"	0	9	"respiratory"
464.3	"Acute epiglottitis"	465	"Acute upper respiratory infections of multiple or unspecified sites"	"460-469.99"	1	0	""	0	9	"respiratory"
464.30	"Acute epiglottitis without mention of obstruction"	465	"Acute upper respiratory infections of multiple or unspecified sites"	"460-469.99"	1	0	""	0	9	"respiratory"
464.31	"Acute epiglottitis with obstruction"	465	"Acute upper respiratory infections of multiple or unspecified sites"	"460-469.99"	1	0	""	0	9	"respiratory"
464.4	"Croup"	483	"Acute bronchitis and bronchiolitis"	"480-488.99"	1	0	""	0	9	"respiratory"
464.5	"Supraglottitis, unspecified"	465	"Acute upper respiratory infections of multiple or unspecified sites"	"460-469.99"	1	0	""	0	9	"respiratory"
464.50	"Supraglottitis, unspecified without mention of obstruction"	465	"Acute upper respiratory infections of multiple or unspecified sites"	"460-469.99"	1	0	""	0	9	"respiratory"
464.51	"Supraglottitis, unspecified with obstruction"	465	"Acute upper respiratory infections of multiple or unspecified sites"	"460-469.99"	1	0	""	0	9	"respiratory"
465	"Acute upper respiratory infections of multiple or unspecified sites"	465	"Acute upper respiratory infections of multiple or unspecified sites"	"460-469.99"	1	0	""	0	9	"respiratory"
465.0	"Acute laryngopharyngitis"	465	"Acute upper respiratory infections of multiple or unspecified sites"	"460-469.99"	1	0	""	0	9	"respiratory"
465.8	"Acute upper respiratory infections of other multiple sites"	465	"Acute upper respiratory infections of multiple or unspecified sites"	"460-469.99"	1	0	""	0	9	"respiratory"
465.9	"Acute upper respiratory infections of unspecified site"	465	"Acute upper respiratory infections of multiple or unspecified sites"	"460-469.99"	1	0	""	0	9	"respiratory"
466	"Acute bronchitis and bronchiolitis"	483	"Acute bronchitis and bronchiolitis"	"480-488.99"	1	0	""	0	9	"respiratory"
466.0	"Acute bronchitis"	483	"Acute bronchitis and bronchiolitis"	"480-488.99"	1	0	""	0	9	"respiratory"
466.1	"Acute bronchiolitis"	483	"Acute bronchitis and bronchiolitis"	"480-488.99"	1	0	""	0	9	"respiratory"
466.11	"Acute bronchiolitis due to respiratory syncytial virus (RSV)"	483	"Acute bronchitis and bronchiolitis"	"480-488.99"	1	0	""	0	9	"respiratory"
466.19	"Acute bronchiolitis due to other infectious organisms"	483	"Acute bronchitis and bronchiolitis"	"480-488.99"	1	0	""	0	9	"respiratory"
470	"Deviated nasal septum"	470	"Septal Deviations/Turbinate Hypertrophy"	"470-479.99"	1	0	""	0	9	"respiratory"
471	"Nasal polyps"	471	"Nasal polyps"	"470-479.99"	1	0	""	0	9	"respiratory"
471.0	"Polyp of nasal cavity"	471	"Nasal polyps"	"470-479.99"	1	0	""	0	9	"respiratory"
471.1	"Polypoid sinus degeneration"	471	"Nasal polyps"	"470-479.99"	1	0	""	0	9	"respiratory"
471.8	"Other polyp of sinus"	471	"Nasal polyps"	"470-479.99"	1	0	""	0	9	"respiratory"
471.9	"Nasal polyp NOS"	471	"Nasal polyps"	"470-479.99"	1	0	""	0	9	"respiratory"
472	"Chronic pharyngitis and nasopharyngitis"	472	"Chronic pharyngitis and nasopharyngitis"	"470-479.99"	1	0	""	0	9	"respiratory"
472.0	"Chronic rhinitis"	472	"Chronic pharyngitis and nasopharyngitis"	"470-479.99"	1	0	""	0	9	"respiratory"
472.1	"Chronic pharyngitis"	472	"Chronic pharyngitis and nasopharyngitis"	"470-479.99"	1	0	""	0	9	"respiratory"
472.2	"Chronic nasopharyngitis"	472	"Chronic pharyngitis and nasopharyngitis"	"470-479.99"	1	0	""	0	9	"respiratory"
473	"Chronic sinusitis"	475	"Chronic sinusitis"	"470-479.99"	1	0	""	0	9	"respiratory"
473.0	"Chronic maxillary sinusitis"	475	"Chronic sinusitis"	"470-479.99"	1	0	""	0	9	"respiratory"
473.1	"Chronic frontal sinusitis"	475	"Chronic sinusitis"	"470-479.99"	1	0	""	0	9	"respiratory"
473.2	"Chronic ethmoidal sinusitis"	475	"Chronic sinusitis"	"470-479.99"	1	0	""	0	9	"respiratory"
473.3	"Chronic sphenoidal sinusitis"	475	"Chronic sinusitis"	"470-479.99"	1	0	""	0	9	"respiratory"
473.8	"Other chronic sinusitis"	475	"Chronic sinusitis"	"470-479.99"	1	0	""	0	9	"respiratory"
473.9	"Chronic sinusitis NOS"	475	"Chronic sinusitis"	"470-479.99"	1	0	""	0	9	"respiratory"
474	"Chronic disease of tonsils and adenoids"	474.2	"Chronic tonsillitis and adenoiditis"	"470-479.99"	1	0	"Both"	0	9	"respiratory"
474.0	"Chronic tonsillitis and adenoiditis"	474.2	"Chronic tonsillitis and adenoiditis"	"470-479.99"	1	0	"Both"	0	9	"respiratory"
474.00	"Chronic tonsillitis"	474.2	"Chronic tonsillitis and adenoiditis"	"470-479.99"	1	0	"Both"	0	9	"respiratory"
